text,sentiment,original_text
mahasiswa bayar repot deh,0,"Mahasiswa bayaran , repot deh."
hasil senin bakar ajar kuliah,0,Hasilnya senin kebakar.... Inikah ajaran kuliahmu selama ini
aparat ragu sikat unjuk anarkis gera laku unjuk daerah nama rakyat,0,"Aparat jangan ragu sikat para pengunjuk rasa yg anarkis,,,pergerakan yg di lakukan para pengunjuk rasa di berbagai daerah bukan atas nama rakyat"
unjuk atur aja demo wajar langgar preman harga mata masyarakat,0,"Adanya demo karena sudah ada dalam aturan . <br>Ajakan untuk berdemo itu wajar, kenapa jd pelanggaran. <br>Mungkin, premanisme seperti ini yang membuat mereka tidak berharga dimata masyarakat."
pimpin sadar sentimeter gelintir orang negeri kacau,0,"Para pmmpin shrusnya sadar,jngn sampai cm krn sglintir orng negri ini jd kcau."
terima kasih mahasiswa mahasiswi wakil aspirasi rakyatsemangat terusjkwout,0,"terimakasih mahasiswa/wi <br>telah mewakili aspirasi rakyat<br>semangat terus...<br><a href=""http://www.youtube.com/results?search_query=%23jkwout"">#jkwout</a>"
becus urus minyak gorengmalah periode,0,Ga becus ngurus minyak goreng..<br>Malah mau 3 periode...
unjuk daerah mantap,0,demo di daerah paling mantap
wakil rakyat akhlak suka bikin bijak gaduh suruh rapat bahas rakyat biar sejahtera tidur,0,Sebagian wakil rakyat yg ga punya Akhlak. Sukanya bikin kebijakan yg gaduh. Suruh rapat bahas rakyat biar sejahtera malah tdr
tuhan cabut nyawa orang rusak negara nkri neraka,0,"Ya tuhan cbt nyawa org yg ingin merusak negara nkri,,,tempat mareka d neraka"
gas air mata aparat kejam maling teriak maling,0,"Huuuu,,, gas air mata,, apart kejam,, ibarat maling teriak maling ,, 😠👊🤕😲"
allah lindung mahasiswa sadar joko widodo turun jabat,1,Ya alloh lindungi lah mahasiwa2 dan sadar kan pa jokowi supaya turun jadi jbtan nya
bravo mahasiswa,1,Bravo mahasiswa 💪💪💪
kalu aspirasi rakyat dengar demo demo jabat adil,0,KALU ASPIRASI RAKYAT DI DENGAR MAKA TIDAK ADA DEMO PAK . KENAPA ADA DEMO KARNA PEJABAT NYA TIDAK ADIL
gua orang kerumun timbul covid satgas orang tes,0,Gua ngak mau tau ini orang berkerumun menimbulkan covid satgas mana ini orang nya harus di tes
rakyat susah tolong cari solusi gimana suruh rebus makan pisang tolong sila mundur indonesia milik,0,"Sekarang rakyat lagi susah bu, pak tlng di cari solusi nya gmn bisa kluar dari mslh smua ini, bukan di suruh merebus atau makan pisang jadi tolong bpk dan ibu kl mmg tak mampu lagi silakan mundur dan beri kesempatan yg lain. Indonesia ini bkn milik sendiri !!!."
kelompok suruh habis pemimpinanrakyat pandai,0,"Kelompok suruhan yang abius jadi pemimpinan,,🤭,rakyat sekarang sudah padai.."
gilir unjuk anarkis berita gilir unjuk bobrok perintah bungkam dasar media media biadab,0,"giliran demo ada yang anarkis kalian beritakan, giliran demo kebrobokan pamerintah kalian bungkam, dasar media media biadab..."
tindak jabat negara presiden mahasiswa takut copot jabat,0,Yang perlu ditindak tegas itu pejabat negara bila perlu presidennya bukan para mahasiswa......apa takut di copot jabatannya ya ?
hidup mahasiswa maju mundur semangat,1,"Hidup mahasiswa.. Jangan maju, mundur terusss... Tetap semangat..."
hidup polisi,1,Hidup polisi
masyarakat indonesia palestina perintah,0,Masyarakat indonesia di buat seperti palestina oleh pemerintahnya sendiri
dukung mahasiswa,0,Kamu mendukungmu mahasiswa 👍👍👍👏👏👏👏🎉🎊🎊🎊
hidup mahasiswa,1,Hidup mahasiswa!
tangkap sila proses berat kasih efek jera rusuh,0,Yg ketangkap silahkan di proses dengan berat kasih efek jera karena sudah membuat rusuh
stm unjuk sekolah kepala sekolah pecat,0,Stm yang ikut demo dikeluarkan saja dari sekolah. Kalo tidak kepala sekolahnya dipecat
bravo mahasiswa wakil hati rakyat,1,Bravo mahasiswa hanya kamulah yang bisa mewakili hati rakyat.
luhut tangkap pancing ribut inikok mahasiswa tangkap,0,"Knp luhut tdk d tangkap pak, yg memancing keributan ini😆😅<br>Kok mahasiswa yg d tangkap😂"
telinga demo tuli lacur bayar,0,"TELINGA ” PENDEMO TULI ,PELACUR ” BAYARAN"
om iwan fals wakil rakyat kumpul orang hebat kumpul teman tolong dengar suara rakyat diam,0,"Ingat kata om Iwan  fals. wakil rakyat kumpulan orang hebat, bukan kumpulan teman &quot; dekat. Tolong dengar suara rakyat. Jangan hanya DIAM."
mahasiswa bajing demo mata buta hati buta kutuk,0,Mahasiwa vegik bajingan kaluan semua yang demo. Matamu buta hatimu juga buta. Terkutuklah kaklian
bikin undang undang salah periode,0,Makanya kalo bikin undang2 jgn di salah gunakan masa mau 3peeode.
ricuh lengser,0,Kalo udah ricuh berarti perlu ada yg lengser
mabuk unjuk mudah pengaruh adu domba aksi ganas tawonkalau maksud tuju caranyasaya suka orangyg suka rusak,0,Begitu lah para pmabuk demo mudh sekali trpngaruh di adu domba.. aksinya lebih ganas dari pada tawon.<br>Kalau ada pnyampaian mksud dn tujuan bukn begitu caranya..<br>Saya sangt tidk suka trhadp orang2<br>yg suka mrusak..
pintar media gilir ricuh kabar gilir damai hilang media,0,Pinter ye media giliran ricuh ada dmna2 kabarnya giliran damai pd ilang media2 hadehhhhh
busur anak panah unjuk sifat bunuh,0,Busur anak panah ini bukan demo tapi bersifat mau membunuh
gagas pilih presiden periode orang puas jabat partai dukung joko widodo biang kerok kacau negara rakyat derita,0,"Pengagas pilpres tiga priode adalah orang2 yg tdk puas dgn masa jabatan nya terutama dari partai pendukung jokowi mereka adalah biang kerok kekacauan negara ini yg telah banyak membuat rakyat menderita,"
rakyat politik tenang negara aman rakyat makmur bosan ribut ribut korban sedih,1,"Kami rakyat biasa yg tidak tau apa apa tentang politik, kami pengen tenang.. negara aman.. rakyat makmur, bosan dengan keributan keributan..., Apalagi sampai  ada korban.., sedih kami melihat nya,"
moga asli susup,1,Semoga tidak terjdi ap2 di 🇮🇩.ini sih asli ada penyusup
mahasiswa papar kasihan,1,masiswa banyak yg terpapar kadrun. kasihan
patut contoh aspirasi tuju simpang,1,"Tidak patut di contoh menyampaikan aspirasi,  malah tujuannya menyimpang"
bravo mahasiswa semangat moga allah lindung juang amin amin,1,bravo mahasiswa semanggat terus semoga allah sellalu melindunggi perjuanggan kalian amiin amiin
mbok pikir gedung fasilitas bangun pakai duit rakyat unjuk rakyat beban rakyat pikir tuntut ilmu golek duit,1,"Mbok yo mikir.. gedung dan fasilitas lainnya dibangun pakai duit Rakyat. Lha wong demo demi rakyat kok malah semakin membebani rakyat. Oalah. Mikirmu lagi nuntut ilmu Le, durung ngrasakno golek duit."
mafia minyak goreng usut tuntas polisi,0,Mafia Minyak Goreng tuu Usut Tuntas.... Itu baru bener jdi Polis
unjuk adik mahasiswa moga sadar bahaya ambisi preman kuasa terima kasih adik mahasiswa lengah,0,Adanya demo adik2 mahasiswa ini semoga menyadarkan bahaya ambisi dan premanisme kekuasaan. Terima kasih adik2 mahasiswa. Tetaplah jangan lengah.  👍👍👍💪💪💪
maju mahasiswa lawan polisi komunis haram jadah rakyat indonesia moga juang mahasiswa allah lindung amin,0,Maju terus mahasiswa lawan polisi komunis haram jadah tak berpihak pada rakayat indonesia. Semoga perjuanganmu mahasiswa allah sllu melindungimu. Aamiin
negara rusuh dengar,1,Di negara kita kalau g rusuh pasti ga di dengar seperti yang sudah2
kumpul orang bodoh cundang negara susah kumpul orang bodoh keruh anggap pintar kumpul orang bodoh kah generasi negara,1,"Sekumpulan orang bodoh dan yg pasti pecundang,,,,negara sudah susah dan sekumpulan orang2 bodoh ini akan semakin memperkeruh keadaan,,,,,mereka angap dirinya pintar padahal cuma sekumpulan orang2 bodoh,ini kah generasi negara ini"
mah demo rusa,0,Itumah bukan demo..tapi menuju pengrusakan
unjuk mahasiswa bahaya tumpang gelap si,1,Yg demo mahasiswa tp yg bahaya. Penumpang gelap nya si Kadrun...
anggota dewan dpr dprd mpr wakil rakyat milu mahasiswa wakil bukti mahasiswa wakil rakyat,0,"Anggota dewan DPR,DPRD,MPR ditunjuk wakili Rakyat dgn adanya pemilu. Teruss mahasiswa wakili siapa? Ada gak bukti kalo mahasiswa wakili rakyat?"
moga dengar lempar batu bikin anggar miliar gedung suka buang buang anggar,0,"Ya semoga benar di dengar setelah ini , tapi waduh jangan dilemparin batu nanti mereka bikin anggaran lagi milyaran buat betulin gedungnya tau lah suka buang buang buat anggaran ini itu"
turun dah sengsara rakyat becus pimpin,0,TURUN AJADAH DARI PD NYENGSARAIN RAKYAT KLO G BECUS JADI PEMIMPIN
indonesia demo kayak afrika anarkis banget,0,Indonesia demonya kaya di afrika anarkis banget
mulut si luhut periode data lu tanggung hut,0,Ini semua bermula dari mulutnya si LUHUT 3 periode big data..!!! Lu harus tanggung jawab HUT
anarkis diam rusak tindak lari ham mahasiswa mahasiswa,1,"Anarkis....di diemin ngerusak...kalo di tinjak lanjut,tegas...pasti larinya ke HAM...mahasiswa...mahasiswa..."
alhamdulillah mahasiswa turun lapang generasi muda bangsa tangan juang diam semangat adik maju serah pimpin negeri enak jabat rakyat sengsara wabah minyak langka parah,1,"Alhamdulillah akhirnya mahasiswa turun juga kelapangan, karena generasi muda penerus bangsa selanjutnya ada ditangan mereka jadi mereka harus memperjuangkan nya,selama ini kalian diam semangat terus adek2...maju terus jangan pernah menyerah pemimpin Negeri ini SDH terlalu enak menjabat  rakyat sengsara mulai dr wabah skrg mnyk langka ini SDH paraaah"
oknum anggota dewan umpet kayak ayam sayur,0,Kalo begini itu oknum anggota dewan ngumpet kaya ayam sayur 🤣😀🤣😀🤣😀
seru demo siar televisi,0,Ga seru demonya ga disiarin di televisi.
demo pakai senjata adil,0,Demo pakai senjata... Supaya adil
mahasiswa,0,Mereka2 juga pernah menjadi mahasiswa
allah lindung mahasiswa,1,Yaa Allah lindungilah Mahasiswa
keren perang pribumi,0,G keren <br>Perang kok sama pribumi 🤦‍♂️🤦‍♂️🤦‍♂️
makassar kenal sarang intoleran radikal,1,Makasar memang terkenal sarang intoleran dan radikal.
unjuk ganti rezim,0,Sampai kapanpun pasti masih terus ada demo meskipun ganti tezim
upviral,0,"<a href=""http://www.youtube.com/results?search_query=%23up"">#up</a><br><a href=""http://www.youtube.com/results?search_query=%23viral"">#viral</a>"
sok nama rakyat anarkis kriminal mohon polri tindak rakyat jelata muak jijik demonstran unjuk anarkis kriminal,1,"Apapun kata2nya yg sok atas namakan rakyat berbuat anarkis atau kriminal, kami mohon KPD polri utk ditindak tegas, kami ini rakyat jelata sudah muakkkk dan jijikkk terhadap para demistran, setiap unjuk rasa berbuat anarkis at atau kriminal."
mahasiswa henti unjuk,1,"Mahasiswa tidak boleh berhenti demi, harus demo"
puasa ribut,0,Puasa kok pd ribut
negara nkri iblis setan puasa,0,Negara NKRI banyak Iblis dan setannya dibulan puasa
malu pimpin kuasa,0,Apakah tidak malu pemimpin nya yg masih ingin berkuasa
jiwa muda darah muda mudah sulut emosi anarkis hebat hebat,1,"Jiwa muda,darah muda ,mudah tersulut emosi anarkis..hebattt hebatttt..."
kasih solusi kasih wadah aspirasi dengar,0,"Kasih solusi ,kasih wadah untuk aspirasi mereka dong agar di dengar."
tni polri alat kuasa alat negara simbol benteng negara lindung rakyat ayom rakyat pesan panglima jenderal sudirman unjuk rakyat adang jalan menyam pai temu wakil rakyat negara maju nilai demokrasi halang halang zaman jajah zaman jepang,1,"tni polri bukan alat kekuasaan   tapi alat negara simbol benteng negara pelindung rakyar pengayom rakyat ingat pesan panglima besar jendral sudirman ,,, demo rakyat bukan di hadang tapi diberi jalan untuk menyam paikan pendapat dan di pertemukan dengan wakil rakyat   di negara maju pun begitu itu nilai demokrasi  klw di halang halangi ingat jaman penjajahan dulu  jaman jepamg"
menang bangsa negara,0,Nangis melihat bangsa negara seperti ini   😔
maha siswa patuh atur udang quot,0,Maha siswa macam apa kamu semua  yg gk patuh aturan &amp; udang &quot;.
juang mahasiswa tinggal korban sia sia mahasiswa pahlawan rakyat negara mahasiswa lindung tanah air mari apresiasi juang generasi muda mental terima kasih tuhan tuhan with always salam,1,Perjuangan para mahasiswa yg telah meninggal terdahulu dan bahkan jadi korban... Tidak sia2.. kalian mahasiswa saat ini adalah pahlawan rakyat negara ini... Kalian para mahasiswa yg akan melanjutkan melindungi tanah air Kita❤️❤️❤️... Mari Kita apresiasi perjuangan mereka... Krn generasi muda kita mentalnya baik2 saja... Thanks God... God be with you Always😎👍 Salam Urrraaaaaa 😎🎉
indonesia golak indonesia indonesia bangkit,1,"Indonesia bergolak, Indonesia baru Indonesia bangkit"
perang rakyat,1,perang bersama rakyat
indonesia periode ubah masyarakat sejahtera periode bikin sengsara,0,"Indonesia sedang tidak baik2 saja... 3 periode tidak mengubah masyarakat kecil menjadi sejahtera, 3 periode bikin sengsara"
maju kawan mahasiswa semangat,1,Maju terus kawan2 mahasiswa tetap semangat
allah lindung polisi mahasiswa moga korban,1,"Ya Allah lindungi bapak2 polisi dan mahasiswa, SMG tidak ada korban dikedua pihak."
hebat indonesia rakyat lawan ketidakpuasan kuasa rusia lawan ukraina,0,"Hebatnya Indonesia ....rakyat melawan ketidakpuasan penguasa,, Rusia vs Ukraina"
bingung info joko widodo periode beliau periode lucu informasi langsung demo kerja kali,1,yg sya bingung mereka dapat info dari mana kalau pak jokowi mau 3 periode.. beliau saja tidak mau 3 periode.. lucu mereka tidak tau informasi yg benar lngsung demo2 tdak jlas. kurang kerjaan kali.
bertaya biang rusuh nyayg kawal bikin rusuh rakyat mikir,0,Bapak masi bertaya siapa biang rusuh nya...???...😏😏😏....yg kalian kawal.itu lah yg bikin rusuh selama ini...klau gk mereka ...gk mungkin rakyat seperti itu...!!! Mikir...😎😎😎🤡🤡🤡💩
tindak tindak tindak unjuk bilang tindak laku,1,Tinda tindk dan tndak apa sebabnya sampai terjadi demo setelah terjadi baru bilang tindak tegss pelaku.
sila demo aksi demo anarkis,1,SILAHKAN DEMO ..... YANG PENTING AKSI DEMO TIDAK ANARKIS .......
puasa anarkis parah dalang rusuh tindak harga suci,0,Puasa2 kok buat anarkis.....parahhhh .... Dalang kerusuhan sebaiknya di tindak aja... Tidak menghargai bulan suci....
demo dikit langsung tangkap,0,Didemo dikit aja langsung ditangkap
unjuk jabat bodoh,0,Terjdi demo karna semua pejabat masa bodoh.
tangkap oknum kecut hukum berat biar jera kondusif situasi nkri jaya,1,"Tangkap oknum pengecut hukum berat, biar jera demi kondusif situasi !!! NKRI jaya !"
allah lindung indonesia,1,Ya allah limdungilah indonesiaku
kayak nama mahasiswa etika barquot kayak maluquotin pakai bawaquot rakyat rakyat wakil laku barquot rusak fasilitas demo unjuk tertib bikin macet rusak fasilitas rakyat wakil rakyat calon,0,Kayak gitu di namakan mahasiswa. GK punya etika bar&quot; apaan kayak gitu malu&quot;in. Pakek bawa&quot; rakyat lagi. Rakyat mana yg u wakili kalo klakuan bar&quot; merusak fasilitas umum. Demo ya demo yg tertip. Dah bikin macet merusak fasilitas. Rakyat mana yg kamu wakili. Rakyat yg mau nyalon 2024 ya?
ricuh paksa periode,0,Sudahilah kericuhan ini dg jangan ngotot 3 periode
demo mahasiswa bikin bangga bangsa bar bar,1,Demo mahasiswa gak bikin bangga ...kenapa bangsa kita bar bar....
dalang rusuh wakil pagar pilih rakyat amanah rakyat buang badan terima rakyat amanah gaji duduk duduk ijon bayar juta orang triliun mpr dpr dpd prs wakil rakyat keluh prihatin hadap tameng ranpur beli uang rakyat personil tempur baju pangkat gaji didik tunjang uang rakyatgituajakoqrepot janganlemparbatusembunyitangan,1,"Jelas koq , DALANG YANG MENYEBABKAN KERUSUHAN  adalah para wakil yg didalam pagar tinggi, yg dipilih rakyat, mnta amanah rakyat tapi buang badan tidak mau menerima rakyat yang memberi amanah dan menggajinya....ingat yg duduk2 itu sdh ijon dibayar 683 jta/org/bulan <b>*[ {27,5 Trill : ( 500 mpr/dpr+100 dpd + 2 prs/wakil) }: 60 bulan ] *</b><br><br>Masa rakyat hanya mau sampaikan keluhan,keprihatinan dihadapkan dengan tameng dan ranpur yg dibeli dari uang rakyat dgn personil2 petempur yg baju,pangkat,gaji,pendidikan,tunjangan dr uang rakyat...!!!!???<br><br><a href=""http://www.youtube.com/results?search_query=%23gituajakoqrepot"">#gituajakoqrepot</a> <br><a href=""http://www.youtube.com/results?search_query=%23janganlemparbatusembunyitangan"">#janganlemparbatusembunyitangan</a>"
heran makassar tenang,0,"Tak Heran kalau Makasar,, sejak dulu gak pernah tenang."
makassar heran rusuh daerah kuasa bohir,1,Makassar??? GAK HERAN KALO RUSUH... DAERAH KEKUASAAN BOHIR..
polisiquot ketua masuk oligarki,0,Kmi rasa polisi&quot; Yg selaku ketua sdh dimasukin oleh oligarki
fadil pimpin unjuk bhwa sanya indonesia hancur tangan oligarki usut tuntas mati orang salah pemuda fpi bulu mata bunuh bantai,0,Bapak padil selaku pimpinan... Ini unjuk rasa. Bhwa sanya klo tidak Indonesia akan hancur di tngn para oligarki.. Kmi mngusut tuntas atas kematian 6 orng yg tak bersalah pemuda FPI... Bapak dimna.. Bulu mata aja nggk kliatan. Ini pembunuhan dn pembanttaian
demo rakyat indonesia dengar joko widodo calon periode bca simak hasut orang benci nkri mahasiswa pintar bodoh,1,demo2 trus..jangan bwa2 rakyat indonesia..denger ga pk jokowi ga mau mencalonkan lg periode ke 3..bca dan sima janga mau di hasut oleh orang2 yg benci nkri jadi mahasiswa harus pda pinter jangan bodoh
negeri aman unjuk,0,Kl negri ini aman&quot;aZ g akan ada demo besar&quot;an
rusuh markas chaplin tangkap dalang,0,Wah rusuh di markas Chaplin... Tangkap dalangnya
istana gemetar jabat ambil paksa mahasiswa rakyat tindas rakyat habis habis,0,Istana rupanya gemetaran jabatannya akan diambil paksa mahasiswa dan rakyat karena menindas rakyat gak abis abisnya
tembak anarkis gas air mata aparat ancam tembak,0,"Tembak saja yg anarkis....dg gas air mata, kalau aparat terancam tembak saja"
unjuk mahasiswa pakai gas air mata perang papua bang,0,Baru di demo mahasiswa aja dh pake gas air mata..klo mau perang  di Papua bng 😀😀
mahasiswa kacau biang kerok rusak negara mahasiswa indonesia layak mahasiswa,0,Dimana ada mahasiswa pasti ada kekacauan.biang kerok rusaknya negeri adalah mahasiswa..Indonesia tidak layak punya mahasiswa.
turun harga rakyat paceklik,0,Turunkan harga rakyat kecil paceklik
menteri cari muka pas berani omong gedung,0,Mana tu mentri2 yg cari muka kok gak kliatan2 pas ada masa cuma brani ngomong dalm gdung aja
moga kuasa murka akibat tingkah laku angkara murka,0,Semoga Yg.Kuasa tdk.murka akibat tingkah laku Angkara murka mereka
demo tolong laku puasa suci ricuh,0,"Para pendemo, tolong ya.....apakah yg kalian lakukan ini sudah yg terbaik. Bukankah ini hari puasa......kenapa bln yg suci di buat ricuh."
terima kasih mahasiswa emak elemen masyarakat juang aspirasi rakyat indonesia moga allah lindung bangsa amin,0,"Terimakasih mahasiswa, emak-emak, dan elemen masyarakat lainnya yg telah berjuang menyampaikan aspirasi rakyat Indonesia, semoga Allah selalu melindungi kalian, kita semua, dan bangsa ini... aamiin"
gimana unjuk butuh ubah harga harga,0,Gmn gk unjuk rasa karna kbutuhan bnyak perubahan harga. Bukan knaikn harga
atur kordinator demo coba iiiin tangkap mahasiswa,0,"Ituh Sudah Di Seting Sama Kordinator Demo Paa,Coba Di Tanya iiiin Yg Di Tangkap Ituh Satu Per Satu Pasti Bukan Mahasiswa"
tuju kapolri tangkap biang isu aksi mahasiswa masyarakat nyaman,0,Setuju bapak kapolri..tangkap biang  isu aksi mahasiswa ini..supaya masyarakat Nyaman
lihat betapa sibuk hasut giring opini gera mahasiswa bayar cap,0,Lihat betapa sibuknya buzzeRP menggiring opini kalo pergerakan mahasiswa di bayar dan di cap kadrun 😁
juang pahlawan mahasiswa ku doa juang mu akbar akbar akbar,1,"Teruslah berjuang pahlawanku, mahasiswa ku kami selalu berdoa untuk perjuangan mu... Allahu akbar Allahu akbar Allahu akbar"
mahasiswa makassar atur,0,Yernyata nnahasiswa fi makasar ..gak tau atiran ya...
wahida sugeng allah lindung mahasiswa tindak keras culi mahasiswa juang rakyat indonesia amin,1,"@Wahida Sugeng: ya Allah lindungilah semua mahasiswa dr hal2 yg tdk baik, jauhkan mereka dr tindakan kekerasan n tdk ada penculikan mahasiswa  mereka berjuang utk seluruh rakyat Indonesia.aamiin"
petinggi duduk bangku empuk turun tameng lawan masyarakat,1,"Kalian para petinggi yg duduk di ATas bangku empuk,,bisanya nurunin tameng untuk lawan masarakat,,,,"
rusuh lirik,0,Menyampaikan kalau ga rusuh malah ga dilirik...
mafia sukses panggung perang bumihebat mafia minyak goreng,1,Para mafia sukses buat panggung  perang diatas bumi<br>Hebat mafiainyak goreng
jokowi mbak puan luhut hadir nyata,1,"Jokowi,mba puan,dan luhut yg harusnya hadir memberikan pernyataan!"
suara mahasiswa suara ubah,0,Suara mahasiswa adalah suara perubahan...
anak juang adil bangsa andal wakil parlemen,0,lanjutkan ankq tuk perjuangkan keadilan bangsamu gk bisa andalkan. Wakil diparlemen
luhut suruh turun tenang demo,1,Luhut suruh turun nenangin pendemo...
hidup mahasiswa maju mahasiswa semangat juang moga lindung allah swtaamiin amin alamiin,1,Hidup mahasiswa maju terus mahasiswa semangat pejuang semoga slalu dalam lindungan Allah SWT<br>Aamiin... Aamiin ya robbal alamiin🤲🤲🤲🤲
bangga mahasiswa baju kuning kau manusia bukti calon preman,1,Kalianbanggajadi  mahasiswa bajukuning tapibelumtentukau jadi manusiayg lebihbaik  yg bukti calon preman
mahasiswa demo hormat puasa mesti agama muslim marah unjuk puasa,1,"Para mahasiswa yg demo, kok tdk menghormat bulan puasa, semestinya yg beragama muslim marah ttg adanya demo di saat bulan puasa 🙏"
moga lindung negara indonesia pecah belah bangsa indonesiademo emosional rugi negara,1,Semoga di lindungi negara Indonesia dari berpecah belah bangsa Indonesia.<br>Demo dan emosional hanya merugikan negara kita sendiri
terima kasih adik mahasiswa the genk wakil suara hati emak indonesia penuh uraaaaa,1,TERIMA KASIH ADIK-ADIK MAHASISWA AND THE GENK♥️.. KALIAN SDH MEWAKILI SUARA HATI EMAK-EMAK SE INDONESIA ...<br>♥️ YOU FUEL ... uraaaaa🇲🇨🇲🇨
gus aden kena gas air matahttpsyoutubevpkneoqm,1,"Gus Aden Kena Gas Air Mata<br><a href=""https://youtu.be/V_PKne5O4QM"">https://youtu.be/V_PKne5O4QM</a>"
mahasiswa bikin rusuh koyo paham paham puasa berkah unjuk,0,Mahasiswa bisanya cuma bikin rusuh ....koyo wes paham pahamnya telek bulan puasa buat bulan berkah bukan buat demo ...
kasihan polisi mahasiswa rakyat wakil rakyat erti emosi perang,0,Kasian polisi mahasiwa rakyat kecil.mereka wakil rakyat kudu ngerti mereka jd emosi.masa perang terus bung
demo dalang coba pikir sehat dalang minyak goreng bbm sembako roket coba harga roket demo kasihan dagang mikir,0,"Di tempat Demo ga ada dalang coba berfikir yg sehat dalang nya itu minyak goreng,BBM , sembako pd MEROKET coba kalo harganya ga MEROKET ga mungkin ada Demo,kasihan para pedagang Mikirrrr"
moga allah hidayah keluarga muslimin muslimat rasul jokowi,0,Semoga alloh segerakan beri hidaya buat kita kluarga muslimin muslimat trutama para duriyah rosul..juga buat jokwi cs agar pada husnul hotimah
susah susah bangkit bangsa indonesia nkri harga mati,1,"Susah semangkin susah, Bangkit kita untuk Bangsa Indonesia, NKRI Harga Mati🙏"
biar demo cocok rakyat keras mahasiswa unjuk indonesia mejaga butuh rakyat mafia simpan barang minyak tindak kapolri gomong langsung,1,"Biar berdemo kalo gak cocok sm rakyat jangan guna kekerasan sm mahasiswa nti demo satu indonesia karna gak bisa mejaga kebutuhan rakyat mafia nyipan barang miyak gak ada tindak tegas kapolri,ngomong mu gak berguna langsung."
provokasi oknum status mahasiswa,0,Pasti di provokasi oleh oknum diluar status &quot;mahasiswa&quot;
aspirasi kanberita cuat tuntut aspirasi rusuh,0,"aspirasi nya tidak tersampai kan.<br>berita yang mencuat bukan tuntutan aspirasi nya,tapi kerusuhan nya😅"
politikus tanggung masyarakat salahkanharusnya kaca tuduh unjuk bangsa,0,Kalau udh begini apa para politikus mau tanggung jawab? Tetep kan masyarakat yang di salahkan<br>Harusnya ngaca diri dong bukannya malah nuduh ini itu ...gak mungkin ada demo seperti ini kalau tidak ada masalah di bangsa ini 🙏🙏
api asap gara gara isu basis data palsu kena pasal ite berita palsu isu periode efek wilayah indonesia dalang,1,"Pasti ada api jika ada asapnya, gara-gara issue dengan database HOAK, kenapa ga kena pasal ITE tentang berita Hoak yang telah membuat isu 3 periode ini, padahal effectnya ke seluruh wilayah di Indonesia, dalangnya sudah jelas"
unjuk the real pki nii gabung manusia radikal hti fi pks anak nii pki selimut agama masuk mahasiswa setan biar adu aparat jejak digital sinting rusak bangsa nkri,1,"jelas2 yg demo ini adalah the real PKI + NII . Mereka gabungan manusia2 radikal hatei + efei+pekaes yang merupakan anak dari NII (PKI berselimut agama) yg masuk ke MahaSewa. Syetanlah jadinya , seharusnya gak usah didekati, biar mereka beradu dengan aparat dan jejak digital agar terlihat kesintingan mereka ingin merusak bangsa dan NKRI."
allah lindung adik mahasiswa aparat,1,Ya allah lindungi lah para adik2 mahasiswa dan juga para aparat.
moga laku rusuh tangkap proses hukum laku negara,1,semoga pelaku kerusuhan ini segera ditangkap dan d proses secara hukum yang berlaku di negeri ini💓🇮🇩💓
hidup jajah hidupingin perang suara bangsa nasib bangsa,1,Gei mana waktu dulu ingin hidup(dijajah)sekarang udah hidup<br>Ingin ua ng gei mana (hanya perang suara sesama bangsa)gei mana nanti nasib bangsa
manusia ubah iblis suci ramadan kotor tindak emosional kendali alas umat islam jalan ibadah puasa ganggu mudah mudah allah laknat demokrasi bebas suci ramadan,0,"Manusia2 telah berubah jadi iblis. Bulan suci ramadhan telah kalian kotorin dg tindakan2 emosional yg tdk terkendali. Apapun alasan kalian, umat islam yg sdg menjalankan ibadah puasa telah terganggu, mudah2an Allah Swt. melaknatmu. Demokrasi dan kebebasan kalian telah tempatkan diatas kesucian ramadhan."
mahasiswa diam hidup mahasiswa,1,"Gitu dong mahasiswa jangan diam saja, hidup mahasiswa"
anggota dpr dprd mahasiswa suka demo korupsi jabat rakyat boro boro kuliah makan pas pas,1,"lebih dari 90% anggota DPR n DPRD dulunya adalah seorang mahasiswa yg suka demo, dan hampir 100% mereka korup setelah menjabat... <br>kami rakyat kecil boro² kuliah, buat makan aja pas²an... tapi kami... yasudah lah"
coba tindak sembako parah dampak masyarakat luas indonesia anak bayi menyusuintdk sanggup beli susu bayi,0,"Coba ditindak yg melakukan kenaikan sembako.ini lebih parah dampaknya ke Masyarakt  luas Indonesia.sampai ke anak bayi yg lagi <a href=""http://menyusuin.tdk/"">menyusuin.tdk</a> sanggup lgi beli susu Sijabang bayinya"
rekam wilayah demo mahasiswa bentrok ribut mahasiswa almamater,0,"Sudah jelas dari rekaman setiap wilayah, yg berdemo mahasiswa tetapi yg bentrok atau keributan bukab mahasiswa terlihat jelas tidak menggunakan almamater..."
pecat luhutdia tanggung demo,1,Pecat Luhut.<br>Dia Harus Bertanggung Jawab Atas Terjadinya Demo Ini...
demo alangkah dialog langsung wakil rakyat demo wakil rakyat hilang,1,"APA SEBAB NYA DEMO TERJADI,ALANGKAH BAIK NYA JIKA BISA BERDIALOG LANGSUNG DENGAN WAKIL RAKYAT...DAN KENAPA BEGITU DEMO WAKIL RAKYAT NYA MENGHILANG...???"
unjuk mahal bego,0,Gmna kaga di demo apa apa mahal bgoo
