text,sentiment,original_text
gampang gojek angkot kendara bareng pakai tarif subsidi,0,Gampang untuk gojek ngkot dan kendaraan bareng hrusnyq pake tarif subsidi
hasil kardus gembok,0,Hasil kerdus digembok
akibat bodoh mahasiswa bodoh profokasih mahasiswa korban,0,Inilah akibat kebodohan mahasiswa Karna kebodohan dari profokasih mahasiswa yg jadi korbannya
mahasiswa demo mahasiswa islam nyata lapang mahasiswa kristen nona muslim,0,kok tiap mahasiswa yg demo pasti di sebut dari mahasiswa islam tapi kenyataan di lapangan banyak mahasiswa kristen atau non muslim lainnya yg ikut.
tau negeri pimpin masyarakat demo miskin kerja susah tan susah salut jalan tol bangun sirkuit mewah stadion mewah masyarakat miris,0,"Di sini kita tau,,negri ini seperti tidak ada pemimpin ,,masyarakat demo,kemiskinan tambah banyak,pekerjaan susah,,bertani susah,, tapi saya salut jalan tol di bagun terus,,sirkuit mewah,stadion mewah,,,masyarakat kurang mampu hanya bisa melihat dari belakang,,miris"
mahasiswa demo ajak mr sambo tembak aman kelar istana majelis musyawarat rakyat dpr,0,HEI MAHASISWA DEMO AJAK MR. SAMBO AJA BUAT TEMBAKIN YG DI DEPAN DEPAN ITU.. HAHAA.. AMAN PASTI KASUS NGGAK AKAN KELAR2.. SEKALIAN GERUDUK ISTANA MPR DPR
jurus anarkis suara aspirasi tunggang tumpang gelap,0,"INI MENJURUS ANARKIS....BUKAN MENYUARAKAN ASPIRASI,JNGN&quot; DI TUNGGANGI PENUMPANG GELAP"
tolak harga bbm turun jokowi,0,Tolak kenaikan harga bbm turunkan jokowi
heran gara gara orang planga plongo indonesia hancur,0,Yg heran gara2 orang planga plongo indonesia tambah hancur
tentara rakyat mahasiswa ubah negara tolong khianat kayak koarquot gilir duduk kursi panas korupsi demo mahasiswa amp rakyat demo biar turun perintah,0,Tentara rakyat itu mahasiswa untuk merubah negara!!! Tp tolong jgn jd penghianat kyk thn 98!!! Koar&quot; tp giliran udh duduk dikursi panas pd korup!!! <br>Kurang banyak tuh demonya!!! <br>Mahasiswa &amp; rakyat kecil harusnya demo semua biar turun pemerintahan!
pribadi presiden rakyat demo undang dialek adu aparat kuasa kah,0,Kemana kepribadian presiden yg dulu merakyat!? Dulu pendemo di undang berdialek sekarang di adukan dng aparat..! Semakin berkuasa seperti ini kah?
kaya bangsa negara macan didik mahasiswa mutu,0,Kaya gini kok penerus bangsa.. mau dadi apa nantinya negara macan ini pendidikan mahasiswa tak mutu samasekali
puji tuhan kuliah kuliah raih sukses bangga orang tua gajul mending orang kuliah biar gampang cari kerja,0,"PujiTuhan dari dulu engga kepengen kuliah kalau endingnya seperti ini , kuliah bukannya untuk meraih kesuksesan dan membanggakan orang tua , ini malah begajulan ..<br><br>mending u orang kuliah yang bener biar gampang cari kerjaan .."
sekolah otak rusak,0,Percuma sekolah tinggi² jika otaknya rusak
suruh megawati puan lihat jejak digital tangis cegah harga bbm,0,"Suruh megawati puan dkk liat jejak digital, kenapa sekarang mereka tidak nangis mencegah kenaikan harga BBM?"
rakyat indonesia tuju harga bbm barang sulit turun,0,Rakyat Indonesia pst gk ad yg se7  jk hrga BBM  naik……smua brg klu dh naik susah turun ny
awas tumpang gelap,0,"Awas, penumpang gelap"
pancasila isi butir butir uud tinggal simbol laksana perintah manis bibir laksana omong kosong,0,Pancasila dan isi butir butir UUD 45 hanya tinggal simbol dan tidak pernah dilaksakan oleh pemerintah.manis dibibir saja tapi pelaksanaan nya omong kosong.
sulit cari ekonomi jokowi lihat rakyat kasihan,0,lg sulit cri ekonomi mlh apa2 naik..... jokowi liat rakyat kecil donk kasian
naima tarif bbm,0,Naima tarif BBM jadi mau naik semua..🤦🤦🤦🤦
alih,0,Ini yg membuat pengalihan kasus
bubar dpr wakil rakyat bikin sulit rakyat,0,Bubarkan dpr katanya wakil rakyat tp sll bikin susah rakyat
orang orang bloon pakai otak negara negara coba demo rusia bikin dunia kacau loe tenggelam putin,0,"Orang2 o*n yg gak di pakai otaknya,  padahal bukan negara kita aja yg punya problems gini,  negara lain juga sama,  coba dong demo ke Russia yg bikin masalah dunia kacau  <br>Loe Tenggelamkan saja di Putin..."
wajar orang kerja jalan keluh kejar setor kejar cicil mobil kasih makan keluarga sakit harga tidur rumah sakit langit miris negara g asa kayak sri lanka bangkrutdan negara gengsi sejahtera rakyat warga brunei lumayan warga jamin negara gedung gedung serba gratis,0,Naik nya gak kira² sih 2400. Wajar bagi orang yang kerjanya di jalan pada mengeluh ngejar setoran ada yang ngejar cicilan mobil dan ngasih makan keluarga. Belum kalo sakit harga tempat tidur rumah sakit selangit. Miris negara G20 berasa kaya srilanka yang mau bangkrut<br>Dan satu lagi negara ini terlalu mengedepankan gengsi dari pada kesejahteraan rakyatnya. Kalo ada kesempatan jadi warga brunei saya mau lah mayan di sana warganya di jamin sama negara. Walaupun gak ada gedung² tinggi tapi semua serba gratis
ulah bijak rakyat ambil putus,0,Ulah kebijak sanaan yg tidak merakyat... dlm mengambil keputusan
demo mampus ubah saudara bumi tua bahan bakar keruk sumber kering bingung pindah kendara listrik,0,mau demo sampe mampus juga ga bakal ada yg berubah.. ingat bro bumi sudah tua.. mau smpe kapan bahan bakar itu di keruk.. kalo sumbernya kering pada kebingunangan semua kalo ga pindah ke kendaraan listrik
ekonomi stabil tolong,0,Ekonomi kami masih tidak stabil pak tolong
harga bbm pertalite solar momen hancur citra sambo aman sipil perintah berani bbm masyarakat muak sambo republik indonesia pancing bikin bijak larang mobil pribadi beli bensin subsisdi sasar orang miskin tanggung lucu mobil pribadi beli bensin subsidi bebas pajero fortuner beli solar subsidi bebas lucu,0,"Kenaikan Harga BBM terutama Pertalite dan Solar sangat tidak tepat Momennya karena di tengah Hancurnya Citra SAMBO (keamanan sipil) , pemerintah berani menaikkan BBM, masyarakat lagi Muak2nya sama Sambo RI malah di pancing 😂😂<br>Seharusnya bikin kebijakan yang lebih baik seperti Pelarangan Mobil Pribadi membeli Bensin Subsisdi kan begitu bisa tepat sasaran, ini mah malah orang miskin ikut nanggung,, selama ini kan lucu mobil pribadi beli bensin subsidi bebas ,Pajero Fortuner beli solar subsidi bebas kan lucu 😂😂😂."
aplikasi my pertamina uji coba jalan bbm naikbuat aplikasi my pertamina habis anggar,0,"aplikasi my pertamina masih di ujicoba, belum berjalan, ealahhh...BBM malah naik..🤣🤣🤣<br>buat apa aplikasi my pertamina, gak berguna yg menghabiskan anggaran saja .... 😅😅😅"
perintah tuli,0,Pemerintah sudah tuli
berangkat keliling jual pakai motor pikir tuh dagang laku ekonomi hancur kaya bbm pesat umkm serius hancur daftar modal umkm eh orang iseng iseng doang,0,Mau berangkat keliling jualan pake motor pikir2  terus selama ini ..tuh klo daganganku laku..ekonomi hancur kya gini.BBM naik pesat . Umkm yakin serius  ancur aku..daftar modal Umkm ...eh malah yg dapat orang yg iseng2 doank
allahu akbar jokowi rendah hati tolong kasihan masyarakat,0,Allahuakbar 😭.pak jokowi dgn kerendahan hati tolong lah paaaak kasian masyarakat pak 🙏🙏🙏
atur,0,Setingan itu semua...
lanjur bahan rakyat indonesia pilih partai partai demokrasi indonesia,0,Sudah terlanjur bahan2 semua sudah pada naik.....buat semua rakyat Indonesia jangan lagi memilih partai PDI
bbm beras beli jabat rakyat gizi,0,BBM NAIK TINGGI BERAS TAK TERBELI PEJABAT NAIK TINGGI RAKYAT KURANG GIZI !!!
masyaallah bbm masyarakat jerit jabat negara tertawa berleha leha leha derita rakyat,0,Masyaallah kalau bbm naik masyarakat kecil menjerit pejabat negara yg tertawa dan berleha leha diatas penderitaan rakyat kecil
miris n geri orang cilik sakit hidup tangis bunda pilih pimpin pro rakyat,0,MIRIS NÈGERI INI WONG CILIK TAMBAH SAKIT HIDUPNYA....MANA TANGISANMU WAHAI BUNDA....2024 PILIH PEMIMPIN YG PRO RAKYAT
negara tetangga turun harga terima diam negeri demokrasimakanya suka utang bangun pakai utang ujung rakyat sapi perah negeri beda,0,"ketika negara tetangga turun harga dan kita malah naik dan  harus terima dan diam2 saja dinegeri yang katanya demokrasi...<br>MAKANYA JANGAN SUKA NGUTANG, TAU DIRI, BANGUN SANA SINI PAKE HUTANG, ujungnya rakyat yang di jadikan sapi perah... emang negeri TAEKland emang beda"
buka pura pura do,0,Pak de mano open dio..pura2 tak tau do
yah almamater biru demo pkkmb rusuhsaran almamater biru introspeksi pkkmb mahasiswa bonyok coba demo bbm kecewa faktor negeri,0,"Yaelah tu almet biru gak demo gak PKKMB sama aja rusuh<br>Saran buat tu almet biru:<br>1. Benerin dulu introspeksi diri tu pkkmb kok banyak maba pada bonyok<br>2. Coba sebelum demo tanya kenapa harus naik tu bbm?? Kita juga kecewa harus naik, tapi ya mau gimana lagi faktor dari luar negeri"
asli asa banget bbm ecer ribu beli pertamina antri banget parah asli mahasiswa rumah kampus asa banget beli bensin isi bensin ribu,0,"Asli euy berasa bnget bbm naik eceran 12k , beli di pertamina ngantri bnget parah asli sih aap lgi buat mahasiswa yg jauh dri rumah buat ke kmpus berasa bnget beli bensin isi bensin 15k gda apa&quot;nya skrg"
organisasi mahasiswa ukraina kuasa politik guru islam negeri organisasi mahasiswa ekstra kuasa politik guru negeri serasa guru islam iya iya,0,"Organisasi mahasiswa ukraina, Penguasa politik Perguruan Tinggi Islam Negeri, Organisasi Mahasiswa Extra Joss, Penguasa politik Perguruan Tinggi Negeri Biasa, tapi serasa Perguruan tinggi Islam hiyahiyaaa"
indonesia lena subsidi kena musim kaget lihat venezuela subsidi,0,Indonesia terlalu terlena ama subsidi ... kena musim gini... pada kaget ... <br>Liat venezuela kebanyakan subsidi juga jogrok lama2 ...
mesti bbm tiket jalan tol rakyat korban,0,Knp mesti BBM yg selalu di naikan..  knp bukan tiket jln tol yg naik... Rakyat kecil yg slalu jadi korban.. 😭
teriak turun jokowihe dasar turun hti,0,Akhirnya teriak turunkan jokowi...he he he dasar turunan HTI
calon janji manis sekalitapi nyata pahit,0,Dulu saat mencalon janjinya manis sekali.....😭<br>Tapi nyata nya pahit sekali...😭
salah partai pdip jokowi salah lanjur pilih,0,Jangan salahkan Partai PDIP dan pak Jokowi tapi salahkan lah dirimu sendiri yg terlanjur memilihnya
mending demo bubar dpr kayak hemat anggar negara,0,Mending demo bubarkan DPR kayaknya bakalan BANYAK mengHEMAT anggaran negara
spbu vivo jual bbm harga rendah pertalite pertamina perintah paksa vivo harga bbm harga pertalite pertamina kualitas octa ron bbm vivo rendah banding kualitas ron pertalite pertaminaini bukti nyata perintah peduli kebaji hidup masyarakat kecilsekarang vivo harga bbm main perintah tindas rakyat tercapaikebodohan perintah negeri main main serius bodoh mata dunia tingkat bodoh perintah negeri peringkat internationalcongratulation perintah nkri bodoh,0,Spbu vivo jual bbm harga rendah daripada pertalite pertamina tapi pmerintah paksa vivo naikkan hrga bbm melebihi harga pertalite pertamina padahal kualitas octa ron bbm Vivo itu rendah berbanding kualitas ron pertalite pertamina.<br>Ini bukti nyata pemerintah gak peduli kebajikan hidup masyarakat kecil.<br>Sekarang Vivo udah menaikkan hrga bbm mereka maka permainan pemerintah untuk menindas rakyat kecil udah tercapai👍<br>Kebodohan pemerintah negri ini bukan main².mereka sangat serius menunjukkan kebodohan mereka di mata dunia.lavel kebodohan pemerintah negri ini udah termasuk di peringkat international👍<br>Congratulation pemerintah nkri.kebodohan anda sangat LUAR BIASA👍
rusuh sorot coba sorot dampak bbm butuh hidup,0,"kericuhan saja yg disorot, coba yg disorot dampaknya kenaikan BBM dari kebutuhan hidup 😒😒"
unjuk presiden partai demokrasi indonesia hancur lebur,0,Percuma unjuk rasa kalok masih tetep presiden nya dari PDI akan HANCUR LEBUR
harga perintah kasih alas harga untung rakyat harga beli bbm subsidi ribet,0,"Ketika menaikan harga, pemerintah harusnya ngasih alasan kenapa harga naik dan keuntungan apa yang di dapatkan oleh rakyat. Uda harga naik, beli bbm subsidi ribet."
korupsi negeri ekspos rakyat derita usaha adil rakyat indonesia cekik bahan pokok bbm sebentar pln uang perintah kasih gratis sasar jokowi turun gaji orang rakyat korban,0,"Yang korupsi di negri kita banyak , gak pernah terexpos , skrg rakyak kecil jadi menderita dan berusaha sendiri minta keadilan , rakyat Indonesia tercekik dgn adanya bahan pokok naik , BBM naik , sebentar lagi PLN yg akan naik , uang yg pemerintah kasih gratis itupun gak tepat sasaran dan gak semua dapat , LBH baik bapak Jokowi menurunkan gaji orang 2 yg diatas jgn rakyat yg jd korban 🙏"
politik subsidi jalan uang rakyat korupsi bantu sosial kemarin daring,0,"Politik subsidi,, adalah jalan mengeluarkan uang rakyat, bisa di korupsi, seperti bansos kemarin.. Apa lagi online kgk tepat"
masyarakat suruh rusuh ujung nol besarkalau mahasiswa hebatmahasiswa rusuh aja hasil kosong,0,Kami sebagai masyarakat tidak menyuruh kalian untuk rusuh... <br>Ujung2 nya noll besar...<br>Kalau mahasiswa dulu baru hebat...<br>Mahasiswa sekarang punya rusuh doang hasil nya zonk
jokowi program blt didik masyarakat jakarta maret republika aidi,0,"Jokowi sebut program BLT tidak mendidik masyarakat. <br><br>Jakarta, 12 Maret 2012 <br>Republika dot co dot Aidi"
akibat jujuran jabat perintah pokok rusak rakyat bayar pajak dukung program perintah kumpul uang korupsi jamaah hai kuasa jujur rakyat,0,Ini akibat ketidak jujuran .pejabat pemerintah pokoknya rusak semua rakyat udah bayar pajak ini itu untuk mrndukung program pemerintah sudah kumpul uangnya lalu di korupsi berjamaah.hai para penguasa jujurlah pada diri sendiri Maka rakyatmu akan mengikutimu
mahasiswa wakil banget,0,Ndak ada guna itu mahasiswa wakilin siapa kelihatan bangeeeeeet
tangis bbm mati,0,Dulu yg pd nangis&quot; bbm naik siapa ya? Udh pd mati apa gimana itu ga ada lgi
allah swt engkau cabut nyawa pimpin zalim indonesia allahu akbar,0,Ya.. ALLAH SWT...ENGKAU CABUT AJA NYAWA PEMIMPIN2 ZOLIM DI INDONESIA INI...... ALLAHUAKBAR...
banget pertamina hadang begal lumayan,0,"<a href=""https://www.youtube.com/watch?v=0aJv3qiAA18&amp;t=1m57s"">1:57</a> pas bet Pertamina lewat😂 knp gk di hadang di begal gitu kan lumayan"
tangis bbm tuh eh ganti profesi mati mikrofon yah,0,"Yg biasa Nangis2 bbm naik kmana tuh, eh rupanya ganti profesi matiin mic yahh"
golong mahasiswa biadab,0,Ini golongan mahasiswa biadab.
kasihan mahasiswa,0,kasian mahasiswa. wkwk
tuntut demo harga bbm demo suruh turun kerja ayom masyarakat,0,"Jgn tuntutan demo kenaikan harga BBM, tapi demo suruh turun kalo tidak bisa kerja mengayomi masyarakat"
dpr petinggi petinggi pertamina lihat imbas harga bbm atur beli siksa rakyat pintar pintar susah rakyat alami imbas bbm beli bensin antri menit ulah atur bijak,0,"Buat yg ada di DPR sana ataupun para petinggi petinggi Pertamina tuh liat imbas naiknya harga BBM dan aturan pembelian yg menyiksa rakyat, janganlah kmu merasa pintar, tapi kmu harus pintar merasa  kesusahan yg rakyat alami sekarang imbas dri kenaikan BBM, mau beli bensin ajja antrinya sampe 30 menit, ulah aturan dan kebijakan yg engga jelas"
lihat orang didik adab selesai masalahmaunya rusuh masyarakat nyaman,0,Lihat cara orang yg berpendidikan tinggi ini gak punya adab  untuk menyelesaikan masalah.<br>Maunya rusuh dan membuat masyarakat sekitar tidak nyaman.
mahasiswa anarkis,0,Mahasiswa anarkis dan terbelakang!
bakar bakar ban bekas,0,Paling klo bbar bkar ban bekas
harga bbm presiden pilih paksa harga bbm jam wib jokowi dasar tugas partai,0,"Saya tidak akan menaikkan harga BBM sampai akhir tahun,kata Presiden.ini adalah pilihan terakhir saya terpaksa menaikkan harga BBM tepat jam 14,30wib yg ini kata Jokowi..dasar petugas partai tak berguna"
organda telat,0,organda selalu telat
bbm cumadua ribu perak ajadi demo ber jilid jilidpadahal pemerintahudah ber niat baiktapi masyarakat banyakkenak tipu olehpejabat suka kropsisupaya pikir presiden jokowiselalu demosupaya bisamembangun negeri indonesiadengan tenanghasbiallah alehayg mahasiswa,0,BBM naik cuma<br>Dua ribu perak aja<br>Di demo ber jilid jilid<br>Padahal pemerintah<br>Udah ber niat baik<br>Tapi masyarakat banyak<br>Kenak tipu oleh<br>Pejabat yg suka kropsi<br>Supaya pk presiden Jokowi<br>Selalu di demo<br>Supaya tidak bisa<br>Membangun negeri kita Indonesia<br>Dengan tenang<br>Hasbiallah aleha<br>Yg ngaku mahasiswa
jarah india,0,Jarah semua seperti di India...
jual beras beli bbm,0,Karena mereka tak pernah merasakan jual beras untuk sekedar beli bbm
negara anak muda anarkis pakai otak,0,APALAH MAU JADI NEGARA INI KLAU ANAK MUDANYA ANARKIS GA PAKE OTAK BEGINI
pensiun anggota dpr gaji mesti pensiunuangnya subsidi bbmbelum korupsi olah tangkap hibur rakyat nyata penjara kayak raya uang korupsi sentuh pimpin lupa laku tanggung akhirat berani tukar akhirat zalim rakyat,0,Saya baru tahu ada pensiun untuk anggota dpr . mereka udah di gaji gede.kenapa mesti dapat pensiun???<br>Uangnya seharusnya bisa untuk subsidi BBM.<br>Belum lagi korupsi gede2an yg seolah2 penangkapan hanya untuk menghibur rakyat tapi kenyataannya keluar penjara mereka masih kaya raya karena uang korupsi nya tidak tersentuh semua <br>Apakah para pemimpin lupa bahwa apa yg mereka lakukan akan di pertanggung jawabkan di akhirat berani sekali mereka menukar akhirat dg mendzalimi rakyat .
mahasiswa pakai otak,0,Mahasiswa tp ga pake otak...
demo ubah harga ubah,0,Demo tidak merubah harga hanyalah merubah keadaan
wakil rakyat tidur,0,wakil rakyat turu
rezim bikin,0,rezim ini selalu bikin masalah
perintah mempan demo bentar pilih muka muka kabinet,0,"Pemerintah ini ga mempan didemo, bentar lagi pemilihan umum inget muka2 dikabinet ini ya"
akibat mafia koruptor basah negara profesor salim said quotjangankan kpk tuhan negara takut jabat sumpah kitab suci masingquot,0,"Inilah akibat MAFIA dan PARA KORUPTOR diberi tempat yang basah diseluruh negara ini. Benar kata prof Salim Said, &quot;jangankan KPK, kepada TUHAN saja negara ini tidak takut koq, padahal semua pejabat disumpah diatas kitab suci masing-masing&quot;."
kerja si tukang demo,0,Apa kerjanya si tukang demo ini
ricuh dewan kuasa bela rakyat,0,Ga akan ricuh kalo para dewan dan para penguasa bela rakyat
ampun dagang lapis harga pabrik potong allah cari kerja susah langgan keluh belanja,0,Ya ampun hr ini aku g bs dagang lapis lagi.dr hrga 1900 tiba2 sm pabrik dinaikin 2400 per potong..ya Allah nyari kerja susah.langgananpd ngeluh g belanja lagi😓😓😢
bbm aja sembako mumet kepala,0,Naik sih naik jangn terlalu dikit2 naik...klo bbm doang sih yg naik ga apa2 klo sembako dan yg lain naik mumet kepala..
hati hati tutup berita kawal,0,Hati hati kasus sblm nya tertutup dengan berita yg naik kawal terus kasus kasus sblm nya
aplikasi bikin ribetrezim ribet,0,aplikasi bikin ribet<br>rezim ribet
mahasiswa pikir sempit,0,Mahasiswa pikiran sempit
rusuh pusing lihat,0,"Bisa nya gitu rusuh, pusing saya liatnya"
bbm mahasiswa panggung bbm olah langit runtuh bbm kali indonesia mahasiswa demo bela orang kayak nama orang miskin,0,BBM naik Mahasiswa dpt panggung...  BBM naik seolah-olah langit runtuh..  Pd hal BBM naik bukan kali ini dan Indonesia bisa melewatinya dgn baik..  <br>Mahasiswa demo membela orang kaya mengatas namakan orang miskin...
turun kesal,0,Percuma yg naik gk mungkin turun....kesel pasti tp mw apa
langsung luhut penjaitan demo,0,Seharus nya langsung aja ke luhut penjaitan demo nyah
malu bangsa saudara pikir dangkal gaduh desaquot aman damai hai gaduh basbung,0,"Maluin bangsa brooo, pikiranmu dangkal, mau buat gaduh ya,  di desa&quot; saja aman damai hai kamu malah buat gaduh, cuma dpt basbung ya"
mahasiswa demo rusuh heran deh titip,0,Setiap Mahasiswa Demo selalu aja rusuh terus.. Heran dehhh yg tertitip Napa
demo orasi bikin rusuh rusuh konsep mutu aduh miris mahasiswa,0,Kapan ya demo nyampaikan orasi bukan bikin kerusuhan?yang rusuh itu karena gak punya konsep bermutu yang ingin disampaikan. Duh miris mahasiswa
dampak masyarakat hasil tani nelayan murah,0,Yg paling merasakan dampaknya adalah masyarakat bawah..Krn semua akan naik..tp hasil tani/nelayan sangat murah
coba cek mahasiswa kasih rusa patut mahasiswa,0,Coba cek mahasiswa yg kasih kerusakan..patut dipertanyakan mahasiswa atau mahapikuldrom
masak mahasiswa paham pertamina paham malu titel mahasiswa paham pertamina paham bbm psti mahasiswa diam paham pertamina paham alias otak ribut paham diam maklum ribut demo malu,0,"Masak Mahasiswa Tidak Paham Apa Itu PERTAMINA ????? Harusnya Paham Dulu lah , Memalukan Punya Titel Mahasiswa Tapi TIDAK PAHAM PERTAMINA , Kalau Paham BBM naik , Pasti Mahasiswa Diam , Karena Memahami PERTAMINA . karena Tidak Paham Alias Otak 0 Ribut jadinya ha ha ha Gue mah Paham Jadi Diam Maklum . Klu Gue Ikutan Ribut / Demo Malu Sendirilah ha ha ha"
ayo bu mega tangis sembunyi ketiak jokowi,0,AYO BU MEGA NANGIS LAGI DONG JANGAN SEMBUNYI DI KETIAK PAK JOKOWI AJA
peritnah makan enak tidur nyenyak duit mahasiswa rakyat amp masyarakat bentrok tugas salah demo amp tugas perintah mati akal sehat,0,memerintah makan enak tidur nyenyak duit banyak. mahasiswa - rakyat &amp; masyarakat bentrok dengan petugas. yg salah itu bukan pen demo &amp; petugas. tapi pemerintah nya sudah mati akal sehat nya.
kopi malam beli sanggup demo,0,Kopi 15 sampai 20 k . Tiap malam di beli . Sanggup aja . Ngapain di demo 10 k .
partai demokrasi indonesia p tangis turun harga bbm umpat,0,Woyy PDI p kemana.. dulu nangis2 turunkan harga BBM.. sekarang kmn.. ngumpet ya.
demo turun harga bbm sia sia demo hasil turun bbm mending demo upah,0,"Demo turunkan harga bbm hanya sia2 karna ngak pernah ada demo yg berhasil  turunkan bbm yg sudah naik , yg ada mending demo naikan upah"
efek bbm menteri uang hebat tarif efek bbm,0,Ini efek.dari kenaikan BBM jok...tahu GK ... menteri keungannmu.yg paling hebat katanya gmna bgini ini knaikan tarif efek bbm
negara juang kawan,0,"Negara tidak sedang baik2 saja,  teruskan perjuanganmua kawan 💪"
indonesia sri langka,0,Indonesia menuju Sri langka
demo timbul rusa emang demo tingkat taraf hidup demo esensi receh,0,"Gak guna demo,,hanya menimbulkan kerusakan..dr dulu kok gitu ...emangnya demo bisa meningkatkan taraf hidup,,, sebagian demo saat ini esensinya receh..."
hancur dpr,0,Hancurkan dpr
halah alah kerja kerja demo demo melulu mutu mahasiswa jihhh,0,"Halah halah kerja-kerja, demo demo mulu gak mutu katanya mahasiswa jihhh"
bbm selesai gilir rakyat uud hukaman mati korupsi kunjung harap jabat tembak rudal rusia negara aneh,0,"BBM sllu slsai di naikin. <br>Giliran rakyat minta UUD hukaman mati untuk korupsi tak kunjung ada. <br>Berharap semua pejabat tinggi di tembak sama rudal rusia,,, negara anehhh"
sby harga bbm tangis tangis demen banget bikin rakyat tangis,0,"Dulu SBY naikin harga BBM ada yang nangis nangis,, sekarang demen bangat bikin rakyat nangis...<br>😌😌😌"
mntp suka lihat mudah mudah mati aminnn,0,Mntp .ini yg pling suka liat ya .mudah2 an  ada yg mati ..aminnn
demo aceh korban jiwa,0,Demo dimna2 ..di aceh udh ada korban jiwa
coba bbm gaji buruh donkk imbanggaji bbm demo,0,"Coba BBM naik gaji para buruh juga naik donkk jadi kan imbang,,gaji blm pada naik BBM udah naik duluan yaa di demo"
dampak bbm butuh pokok sayur beras buah minyak butuh bayi perabot lengkap mandi rakyat miskin serba,0,"dampak BBM naik,,  kebutuhan pokok juga ikut naik,  Sayur, beras, buah, minyak dll,,  kebutuhan Bayi naik,, parabotan naik,,  perlengkapan mandi naik,, Saya rakyat miskin masih serba kekurangan"
kacung kacung kaki tangan beraksinegara damai jual sumber daya alam,0,"Kacung kacung ,kaki tangan beraksi...Negara ini ga pernah akan damai kalau ga jual SDA ke mereka semua"
presiden demo bbm jual kendara tingkat jalan tol masyarakat suka jalan kendara pribadi,0,"Siapapun presidennya nanti akan selalu ada demo kenaikkan BBM, penjualan kendaraan semakin meningkat apalagi sudah banyak jalan tol membuat masyarakat lebih menyukai perjalanan kendaraan pribadi"
demokrasi,0,"Klu dah gini, demokrasi apaan."
kayak harga bbm beli rakyat lepas pandemi nasib kasihan allah rakyat tumpu,0,"Yang kaya berapapun harga bbm mampu saja membeli, rakyak kita baru lepas dari pandemi banyak yang belum bekerja bagaimana nasibnya, kasihani kami Ya Allah, jangan rakyat yang dijadikan tumpuan"
kasihan mahasiswa harga turun cedera iluminati rezim kuasa illuminati rezim tumbang dukung media cetak elektronik,0,"saya kasihan sama mahasiswa ... harga belum tentu turun, cedera kemungkinan terjadi ... Iluminati sedang menghendaki rezim ini berkuasa ... percuma ... kalau 1998 iluminati menghendaki rezim untuk tumbang makanya dukungan dimana mana termasuk media cetak dan elektronik saat itu 😁"
mahasiswa besok legislatif podo wae,0,Mahasiswa kalo besok jadi legislatif y podo wae..
makmur uang negara bangun negara habis gaji tunjang fasilitas orang orang,0,Gmn mau makmur..uang negara untuk membangun negara ini habis buat gaji dan tunjangan serta fasilitas org org itu..
pilih pakde bbm harga minyak mentah dunia turun,0,Yg milih pakde siapa..BBM naek saat harga Minya mentah dunia turun..
kuliah,0,kuliah sing bener to lee lee..
mahasiswa kuliah kalang pas kuliah beban teman teman suara keluh kesah teman,0,"Mahasiswa kalian bisa kuliah mungkin kebanyakan dr kalangn mampu. Tetapi ada juga yg pas pasan... Apa lagi yg tak mampi kuliah, Kalian tau beban bapak ibu kalian,Teman-teman kalian suarakan keluh kesah bapak ibu dan teman&quot; Kalian..."
rusuh dpr peka,0,Kalo gak rusuh DPR Gak peka!
dpr wakil rakyat tolak bbm ah,0,DPR ini mewakili siapa sih ya...rakyat jelas2 menolak kenaikan bbm..tpi ttep dinaikin...ah sudah lah...
ayo bakar bakar ricuh ricuh bentrok bentrok protes demo indonesia maju harga butuh maju,0,AYO.....BAKAR...BAKAR....RICUH...RICUH....BENTROK....BENTROK...PROTES....DEMO..... INDONESIA MAJU SEMUA HARGA KEBUTUHAN HARIAN SEMAKIN MAJU......
presiden harga bbm turun,0,Presiden yang selalu naikkan harga BBM harus diTURUNkan
moncong putih sungguh,0,Moncong putih sungguh terlalu.. 🤪
perintah indonesia serba aneh aneh kemarin kominfo bikin ulah sok daftar platform pse daftar blokir daftar hasil data bocor harga bbm pikir ekonomi rakyat,0,"Sekarang pemerintah indonesia serba aneh aneh lah, kemarin kominfo bikin ulah sosoan daftarin platform gede ke PSE, klo gk daftar bakal diblokir, pas udah daftar hasilnya banyak data pengguna yg bocor, sekarang naikin harga BBM tanpa mikirin perekonomian rakyat."
jabat pintar saking pintar pikir nasib rakyat milik ponsel android,0,Pejabat skrg semakin pinter. Sangking pinternya sampai tdk memikirkan bgmn nasib rakyat yg tdk memiliki hp android.
demo tanggung tanggung runtuh langsung rezim jokowi sengsara masyarakat bbm kayak kayak miskin hancur,0,klo demo jgn tangung2 runtuhkan langsung rezim jokowi telah banyak menyengsarakan masarakat..klo bbm naik yg kaya makin kaya yg miskin makin hancur..
pertamax pertalite mending blt blt salah terima habis anggota desa,0,"Pertamax 14500,,, pertalite 10000,,,, <br>Mending gk usahhh ada BLT,,,, karna BLT kebanyakannn salahhh penerima,,,, palingg abisss sama anggota Desa"
n demo pakai kendara listrik bagus angkut massal subsidi angkut mobil subsidi malu kali,0,"N4715 demo ga guna, makanya pakai kendaraan listrik, sama dibagusin angkutan massal nya. Yang disubsidi ya angkutan umum aja, masa mobil disubsidi, malu kali.."
beli bukti beli bodoh bodoh,0,Mau naik bearapa pun kalian tetep beli. Buktinya dari dulu naik tetep pada bisa beli oalah chah pekok pekok
